restaurant_id,restaurant_name,city,locality,latitude,longitude,restaurant_type,cuisines,top_selling_dish,distance_from_city_center_km,opening_time,closing_time,operating_days_per_week,seating_capacity,swiggy_rating,swiggy_total_reviews,zomato_rating,zomato_total_reviews,average_rating_both_platforms,customer_sentiment_score,avg_cost_per_person_inr,price_category,swiggy_delivery_fee_inr,zomato_delivery_fee_inr,swiggy_avg_delivery_time_minutes,zomato_avg_delivery_time_minutes,avg_prep_time_minutes,swiggy_platform_commission_pct,zomato_platform_commission_pct,swiggy_discount_frequency_pct,zomato_discount_frequency_pct,swiggy_estimated_monthly_orders,zomato_estimated_monthly_orders,monthly_order_growth_pct,weekend_order_uplift_pct,repeat_customer_pct,online_order_share_pct,swiggy_estimated_monthly_revenue_inr,zomato_estimated_monthly_revenue_inr,swiggy_estimated_net_profit_inr,zomato_estimated_net_profit_inr,swiggy_market_share_pct,zomato_market_share_pct,platform_performance_better,amenities,amenities_count,seating_capacity_note,loyalty_program,sustainability_packaging_rating,has_own_website,has_own_app,food_license_verified,year_established,listing_date,days_listed,rating_difference,revenue_difference,profit_difference,total_monthly_revenue,total_monthly_profit,total_monthly_orders,average_delivery_time
REST002547,Twist Vegan Corner,Lucknow,Chinhat,26.75657,81.01665,Cloud Kitchen,Vegan; Bakery,Plant-Based Burger,9.3,11:00,24:00,6,0,4.0,1728,4.0,593,4.0,74,389,Mid-Range,60,58,34,35,11,22.6,26.1,5,15,242,160,-7.5,56,49,91,94138,62240,70677,44615,60.2,39.8,Swiggy Better,Smoking Area; Outdoor Seating; Private Room; Bar; Takeaway; Parking; Vegan Options,7,"Delivery-only, no seating",False,4,False,False,False,2022,2024-10-25,633,0.0,31898,26062,156378,115292,402,34.5
REST002548,The Vegan Cafe (3),Mumbai,Borivali,19.04203,72.91109,Casual Dining,Vegan; Fast Food,Vegan Wrap,3.9,10:00,21:00,7,22,4.0,1260,3.9,863,3.95,79,757,Premium,32,35,22,28,27,16.7,17.4,16,6,189,271,-6.7,32,45,56,143073,205147,115604,164368,41.1,58.9,Zomato Better,WiFi; Live Music; Dessert Bar,3,Dine-in available,True,2,True,False,True,2017,2018-10-27,2823,0.10000000000000009,-62074,-48764,348220,279972,460,25.0
REST002549,Golden Japanese Bar & Grill,Bangalore,BTM Layout,12.99881,77.58243,Cloud Kitchen,Japanese; Korean,Teriyaki Bowl,1.3,11:00,23:00,7,0,4.3,1999,4.5,2117,4.4,88,316,Mid-Range,20,38,20,16,25,22.1,25.7,7,14,284,265,-8.7,28,52,69,89744,83740,67813,60352,51.7,48.3,Swiggy Better,WiFi; Smoking Area; Takeaway; Family Friendly; Outdoor Seating; Live Music; AC,7,"Delivery-only, no seating",False,1,True,False,True,2012,2017-12-19,3135,-0.20000000000000018,6004,7461,173484,128165,549,18.0
REST002550,Delhi Pan-Asian Point,Bangalore,Malleshwaram,13.01353,77.49643,Cloud Kitchen,Pan-Asian; Mediterranean,Dim Sum,7.6,09:00,24:00,7,0,4.5,3236,4.5,691,4.5,93,482,Mid-Range,56,51,27,34,31,25.6,26.0,27,24,486,262,15.4,24,60,76,234252,126284,169055,90647,65.0,35.0,Swiggy Better,Takeaway; Vegan Options; Outdoor Seating; Bar,4,"Delivery-only, no seating",True,3,False,True,True,2017,2019-01-29,2729,0.0,107968,78408,360536,259702,748,30.5
REST002551,Nawab Mediterranean Eatery,Pune,Viman Nagar,18.45881,73.89188,QSR (Quick Service),Mediterranean,Grilled Kebabs,4.3,11:00,24:00,7,21,4.0,1080,4.0,781,4.0,78,269,Budget,34,38,27,25,34,19.9,23.3,22,7,294,247,14.6,23,39,71,79086,66443,61447,49433,54.3,45.7,Swiggy Better,Rooftop; AC,2,Dine-in available,False,5,False,False,False,2017,2020-06-03,2238,0.0,12643,12014,145529,110880,541,26.0
REST002552,Urban Street Junction,Delhi,Paharganj,28.66589,77.11112,Casual Dining,Street Food; Desserts,Momos,9.7,10:00,23:00,7,50,4.2,1607,4.6,839,4.4,90,615,Mid-Range,59,52,37,34,25,24.7,19.0,13,10,349,226,14.1,5,56,96,214635,138990,156772,109204,60.7,39.3,Swiggy Better,Private Room; Outdoor Seating,2,Dine-in available,False,4,False,False,True,2023,2025-07-13,372,-0.39999999999999947,75645,47568,353625,265976,575,35.5
REST002553,Copper Spot,Hyderabad,Jubilee Hills,17.36264,78.57549,QSR (Quick Service),Lebanese; Vietnamese,Hummus,2.5,10:00,22:00,7,87,4.7,1859,4.5,2816,4.6,90,268,Budget,32,26,23,29,14,16.2,20.2,24,28,333,395,-11.3,22,56,94,89244,105860,72543,81942,45.7,54.3,Zomato Better,Bar; Parking; Outdoor Seating; Takeaway,4,Dine-in available,False,1,True,False,True,2021,2024-11-21,606,0.20000000000000018,-16616,-9399,195104,154485,728,26.0
REST002554,Urban Mediterranean Corner,Jaipur,Bani Park,26.97098,75.81609,Cafe,Mediterranean; Korean,Shawarma,3.8,10:00,21:00,7,97,3.4,1191,3.6,735,3.5,69,289,Budget,32,36,27,24,32,18.6,17.7,30,9,194,204,5.2,45,34,81,56066,58956,44269,47065,48.7,51.3,Zomato Better,Alcohol; Dessert Bar; Outdoor Seating; Bar; WiFi; Rooftop; Takeaway; Dine-in,8,Dine-in available,False,5,False,True,False,2019,2022-06-12,1499,-0.20000000000000018,-2890,-2796,115022,91334,398,25.5
REST002555,Bistro Biryani Grill,Bangalore,Whitefield,12.99506,77.56627,Food Truck,Biryani; Multi-Cuisine,Egg Biryani,4.6,10:00,22:00,7,0,4.6,287,4.6,1444,4.6,86,271,Budget,37,31,16,28,35,21.2,18.0,10,27,143,185,5.3,53,51,66,38753,50135,29621,39877,43.6,56.4,Zomato Better,Family Friendly; Takeaway; Alcohol; Bar; Dessert Bar; Private Room; Parking; Dine-in,8,"Delivery-only, no seating",False,2,False,False,True,2018,2019-07-19,2558,0.0,-11382,-10256,88888,69498,328,22.0
REST002556,The Mughlai Point,Hyderabad,Somajiguda,17.321,78.42438,QSR (Quick Service),Mughlai; Cafe,Korma,8.3,09:00,23:00,6,93,3.9,3131,4.0,817,3.95,73,471,Mid-Range,55,51,32,33,12,17.9,21.5,7,13,353,312,5.6,58,44,80,166263,146952,132407,111897,53.1,46.9,Swiggy Better,Parking; AC; Rooftop; Alcohol; WiFi; Dessert Bar,6,Dine-in available,False,2,True,True,True,2014,2017-01-04,3484,-0.10000000000000009,19311,20510,313215,244304,665,32.5
REST002557,The Pan-Asian Foods (4),Mumbai,Worli,19.1006,72.86908,Casual Dining,Pan-Asian; Desserts,Thai Curry,3.3,09:00,21:00,6,94,4.8,2384,4.7,1765,4.75,90,717,Premium,35,35,23,19,31,25.1,19.0,6,6,358,292,11.8,34,70,56,256686,209364,186490,164497,55.1,44.9,Swiggy Better,WiFi; Alcohol; Family Friendly; Smoking Area,4,Dine-in available,False,2,True,False,True,2025,2025-05-19,427,0.09999999999999964,47322,21993,466050,350987,650,21.0
REST002558,Cinnamon South Cafe,Bangalore,Banashankari,13.03504,77.61274,Cafe,South Indian; Italian,Idli Sambar,7.6,10:00,21:00,5,78,4.3,1926,4.2,1885,4.25,84,405,Mid-Range,57,47,31,28,34,17.7,26.6,27,9,305,281,5.4,55,52,90,123525,113805,98611,81027,52.0,48.0,Swiggy Better,Live Music; Alcohol; Rooftop; Dine-in,4,Dine-in available,False,1,False,False,False,2014,2019-01-18,2740,0.09999999999999964,9720,17584,237330,179638,586,29.5
REST002559,The Street Express (3),Delhi,Hauz Khas,28.71492,77.10774,Food Truck,Street Food,Vada Pav,1.6,08:00,23:00,7,0,4.8,520,4.8,599,4.8,83,171,Budget,21,24,23,22,34,18.7,26.9,5,13,220,270,1.7,19,63,91,37620,46170,29668,32738,44.9,55.1,Zomato Better,Family Friendly; Alcohol; Smoking Area; Vegan Options; Live Music; Takeaway,6,"Delivery-only, no seating",False,2,False,True,True,2018,2021-02-21,1975,0.0,-8550,-3070,83790,62406,490,22.5
REST002560,The Korean Darbar (2),Mumbai,Kandivali,19.03725,72.81459,QSR (Quick Service),Korean,Korean Fried Chicken,5.1,07:00,24:00,7,89,4.7,1296,4.7,2769,4.7,92,259,Budget,32,43,25,26,13,25.1,21.5,11,7,368,353,10.5,22,57,70,95312,91427,69247,69617,51.0,49.0,Balanced,Dessert Bar; Smoking Area; Alcohol,3,Dine-in available,False,5,False,False,True,2016,2018-07-13,2929,0.0,3885,-370,186739,138864,721,25.5
REST002561,The Seafood Bowl (4),Hyderabad,Hitech City,17.42741,78.34736,Casual Dining,Seafood,Crab Masala,12.9,07:00,21:00,6,97,4.5,2818,4.4,1769,4.45,83,518,Mid-Range,75,74,41,39,21,25.8,19.2,16,27,332,269,-3.2,52,63,79,171976,139342,123778,109211,55.2,44.8,Swiggy Better,Vegan Options; Dessert Bar; Live Music; Private Room; WiFi; Alcohol,6,Dine-in available,False,1,True,True,True,2017,2019-09-01,2514,0.09999999999999964,32634,14567,311318,232989,601,40.0
REST002562,Nawab Fast Eatery,Hyderabad,Jubilee Hills,17.39425,78.43885,Fine Dine,Fast Food,Burger,16.5,12:00,21:00,6,61,4.7,1249,4.8,917,4.75,99,912,Premium,94,85,39,47,13,23.7,21.5,13,29,169,194,5.0,51,68,87,154128,176928,114072,134722,46.6,53.4,Zomato Better,Dessert Bar; Rooftop,2,Dine-in available,False,5,True,False,True,2019,2022-12-16,1312,-0.09999999999999964,-22800,-20650,331056,248794,363,43.0
REST002563,Saffron Thai Corner,Chennai,Velachery,13.07022,80.14874,Food Truck,Thai; Multi-Cuisine,Pad Thai,10.7,11:00,22:00,7,0,4.7,921,4.5,1153,4.6,92,201,Budget,64,67,38,30,20,26.7,16.9,24,4,189,227,4.3,56,61,77,37989,45627,27011,36779,45.4,54.6,Zomato Better,Bar; Takeaway; Alcohol,3,"Delivery-only, no seating",True,5,False,False,True,2021,2024-08-31,688,0.20000000000000018,-7638,-9768,83616,63790,416,34.0
REST002564,Royal Tadka (2),Pune,Camp,18.56506,73.80762,Casual Dining,Korean,Tteokbokki,1.2,12:00,24:00,7,85,3.8,1231,3.8,849,3.8,78,622,Mid-Range,24,26,21,17,34,23.3,22.4,24,25,193,176,-2.0,11,42,60,120046,109472,89313,82402,52.3,47.7,Swiggy Better,Outdoor Seating; Rooftop; Smoking Area; Vegan Options; Dine-in; Family Friendly; Private Room,7,Dine-in available,False,4,True,True,True,2023,2023-04-14,1193,0.0,10574,6911,229518,171715,369,19.0
REST002565,Nawab House (2),Hyderabad,Madhapur,17.3848,78.49877,Cloud Kitchen,Seafood,Prawn Curry,4.8,09:00,21:00,7,0,4.4,2887,4.2,1802,4.3,80,411,Mid-Range,38,41,28,26,35,25.2,22.9,17,16,358,372,15.9,13,47,70,147138,152892,106757,114343,49.0,51.0,Zomato Better,WiFi; Family Friendly; Outdoor Seating; Smoking Area,4,"Delivery-only, no seating",False,1,True,False,True,2018,2018-10-30,2820,0.20000000000000018,-5754,-7586,300030,221100,730,27.0
REST002566,Copper Junction (2),Delhi,Lajpat Nagar,28.70813,77.17481,Fine Dine,Mexican,Tacos,5.2,08:00,21:00,6,73,4.3,2205,4.7,1114,4.5,86,2137,Luxury,45,46,26,25,14,17.0,16.3,27,27,317,162,6.9,37,60,74,677429,346194,545398,281071,66.2,33.8,Swiggy Better,Rooftop; Takeaway,2,Dine-in available,True,2,True,True,True,2019,2020-07-25,2186,-0.40000000000000036,331235,264327,1023623,826469,479,25.5
REST002567,Twist Kitchen Co. (2),Mumbai,Andheri,19.11901,72.75532,Cafe,Mughlai,Korma,9.9,12:00,24:00,7,88,4.3,1398,4.3,1196,4.3,82,468,Mid-Range,60,61,30,33,32,16.6,21.9,17,19,305,337,-7.4,18,56,78,142740,157716,115474,119481,47.5,52.5,Zomato Better,Vegan Options; Dine-in; Bar,3,Dine-in available,False,4,True,False,True,2017,2022-01-08,1654,0.0,-14976,-4007,300456,234955,642,31.5
REST002568,The Mediterranean Cellar (5),Mumbai,Khar,19.05095,72.82644,QSR (Quick Service),Mediterranean; Multi-Cuisine,Falafel Wrap,5.8,10:00,22:00,7,45,3.6,2292,3.7,1071,3.65,67,223,Budget,43,41,32,30,30,24.2,17.9,7,23,271,389,12.2,8,44,98,60433,86747,44434,69083,41.1,58.9,Zomato Better,Outdoor Seating; Takeaway; AC; Alcohol,4,Dine-in available,False,2,False,False,True,2018,2018-03-07,3057,-0.10000000000000009,-26314,-24649,147180,113517,660,31.0
REST002569,Curry Japanese Eatery (2),Hyderabad,Kondapur,17.32718,78.50647,Casual Dining,Japanese,Teriyaki Bowl,2.4,12:00,23:00,7,27,4.3,972,4.5,2119,4.4,90,763,Premium,30,35,20,21,34,25.5,17.9,22,23,246,253,11.2,15,53,75,187698,193039,135640,153730,49.3,50.7,Zomato Better,Vegan Options; Parking; AC,3,Dine-in available,True,3,True,True,True,2014,2019-07-24,2553,-0.20000000000000018,-5341,-18090,380737,289370,499,20.5
REST002570,The Pan-Asian Corner (3),Lucknow,Jankipuram,26.86296,80.92367,QSR (Quick Service),Pan-Asian,Asian Noodle Bowl,10.8,09:00,22:00,7,107,5.0,1684,4.9,1253,4.95,100,219,Budget,61,64,38,32,24,23.4,25.4,16,13,239,285,5.5,23,61,71,52341,62415,38890,45165,45.6,54.4,Zomato Better,Alcohol; Bar; Vegan Options; Takeaway; Family Friendly,5,Dine-in available,False,5,False,False,True,2023,2023-04-27,1180,0.09999999999999964,-10074,-6275,114756,84055,524,35.0
REST002571,Barrel Deck (3),Mumbai,Dadar,19.15384,72.88583,Cloud Kitchen,South Indian; Chinese,Uttapam,15.2,11:00,23:00,7,0,4.6,577,4.8,2340,4.7,94,355,Mid-Range,85,72,41,49,31,17.5,26.1,15,17,229,353,-2.6,18,63,86,81295,125315,65056,89830,39.3,60.7,Zomato Better,WiFi; Dine-in; Alcohol; Rooftop,4,"Delivery-only, no seating",False,3,True,True,False,2016,2018-09-19,2861,-0.20000000000000018,-44020,-24774,206610,154886,582,45.0
REST002572,Saffron Cafe Spot,Pune,Magarpatta,18.40667,73.87556,Fine Dine,Cafe,Cold Brew,8.9,11:00,22:00,6,99,4.6,1253,4.7,994,4.65,95,1517,Luxury,49,54,31,35,31,16.1,21.8,28,30,173,144,-16.7,45,59,60,262441,218448,213582,165702,54.6,45.4,Swiggy Better,WiFi; Private Room; Vegan Options,3,Dine-in available,False,3,False,True,True,2014,2017-09-25,3220,-0.10000000000000053,43993,47880,480889,379284,317,33.0
REST002573,Golden Darbar (2),Chennai,Nungambakkam,13.11937,80.25011,Fine Dine,Fast Food,Fries,3.1,10:00,21:00,7,31,4.6,477,4.1,1295,4.35,87,1710,Luxury,35,36,30,27,21,20.4,25.9,25,26,164,261,-3.2,16,55,56,280440,446310,216533,320794,38.6,61.4,Zomato Better,Family Friendly; Takeaway; Vegan Options; Parking; Outdoor Seating; AC; Smoking Area,7,Dine-in available,True,3,False,False,True,2022,2024-03-14,858,0.5,-165870,-104261,726750,537327,425,28.5
REST002574,Sultan Corner (3),Kolkata,Salt Lake,22.57434,88.42413,Casual Dining,Bakery,Artisan Bread,17.5,08:00,21:00,5,36,4.2,1951,4.0,721,4.1,85,616,Mid-Range,95,94,48,45,32,16.1,16.1,6,4,226,210,2.7,49,53,75,139216,129360,113298,105277,51.8,48.2,Swiggy Better,Private Room; AC; Dessert Bar; Smoking Area; Live Music; Rooftop; Outdoor Seating; Takeaway,8,Dine-in available,True,4,False,True,True,2021,2023-12-23,940,0.20000000000000018,9856,8021,268576,218575,436,46.5
REST002575,The Street Point (2),Pune,Deccan Gymkhana,18.49369,73.97815,Food Truck,Street Food; North Indian,Vada Pav,9.4,11:00,21:00,7,0,4.3,613,4.3,987,4.3,85,131,Budget,61,66,33,33,15,24.1,20.9,7,4,149,154,6.4,22,63,85,19519,20174,14370,15479,49.2,50.8,Zomato Better,Live Music; Family Friendly; Alcohol; Dine-in; Parking; Outdoor Seating; Vegan Options; Bar,8,"Delivery-only, no seating",False,3,False,False,True,2021,2025-06-27,388,0.0,-655,-1109,39693,29849,303,33.0
REST002576,Terrace Italian Kitchen Co.,Hyderabad,Ameerpet,17.35268,78.43334,Cloud Kitchen,Italian,Pasta Alfredo,8.4,09:00,21:00,7,0,4.4,1757,4.3,1828,4.35,88,343,Mid-Range,52,55,36,26,15,16.5,18.8,27,22,282,297,14.2,31,54,79,96726,101871,78343,80238,48.7,51.3,Balanced,AC; Parking; Bar; Takeaway,4,"Delivery-only, no seating",True,2,False,False,False,2012,2017-02-25,3432,0.10000000000000053,-5145,-1895,198597,158581,579,31.0
REST002577,Curry Fast Republic,Chennai,Tambaram,13.12785,80.31705,Food Truck,Fast Food; Continental,Fries,14.8,11:00,21:00,7,0,4.8,1326,4.9,1250,4.85,99,171,Budget,86,81,39,45,10,20.2,22.3,16,5,244,242,18.4,11,71,91,41724,41382,32297,31189,50.2,49.8,Swiggy Better,Dessert Bar; Outdoor Seating; Private Room; Smoking Area,4,"Delivery-only, no seating",False,5,False,False,True,2021,2022-08-29,1421,-0.10000000000000053,342,1108,83106,63486,486,42.0
REST002578,The South Tadka,Ahmedabad,CG Road,23.05649,72.67679,Fine Dine,South Indian; Continental,Masala Dosa,9.6,10:00,24:00,6,95,4.8,628,4.7,1328,4.75,92,1199,Premium,60,62,36,38,33,22.2,19.4,23,22,123,205,10.1,50,57,55,147477,245795,111295,192167,37.5,62.5,Zomato Better,Outdoor Seating; Smoking Area; Rooftop; Parking; Takeaway; Dessert Bar; Vegan Options,7,Dine-in available,False,2,True,False,True,2018,2018-01-14,3109,0.09999999999999964,-98318,-80872,393272,303462,328,37.0
REST002579,Harvest Vegan Republic,Mumbai,Vile Parle,19.02414,72.95006,Casual Dining,Vegan,Tofu Stir Fry,4.9,07:00,22:00,5,32,3.7,1449,3.9,1069,3.8,74,513,Mid-Range,44,37,27,24,19,23.0,19.8,5,12,227,146,5.7,54,44,59,116451,74898,86977,58266,60.9,39.1,Swiggy Better,AC; WiFi; Parking; Private Room; Vegan Options; Family Friendly; Dessert Bar; Dine-in,8,Dine-in available,False,5,False,False,False,2019,2020-09-03,2146,-0.19999999999999973,41553,28711,191349,145243,373,25.5
REST002580,Ember Italian Corner,Jaipur,Malviya Nagar,26.92763,75.75285,Cafe,Italian,Pasta Alfredo,13.6,09:00,24:00,6,56,4.7,495,4.3,1041,4.5,93,396,Mid-Range,77,80,43,37,19,20.6,15.7,18,6,192,245,3.9,29,64,96,76032,97020,58558,79334,43.9,56.1,Zomato Better,Vegan Options; AC; Parking; Smoking Area; Alcohol,5,Dine-in available,False,1,True,False,False,2019,2023-12-31,932,0.40000000000000036,-20988,-20776,173052,137892,437,40.0
REST002581,The Japanese Kitchen (3),Mumbai,Kandivali,19.14462,72.86129,Food Truck,Japanese,Tempura,2.6,09:00,24:00,6,0,4.8,1134,4.4,1580,4.6,93,249,Budget,32,19,19,19,12,26.1,16.3,27,6,209,318,-10.0,13,62,85,52041,79182,37305,64287,39.7,60.3,Zomato Better,Alcohol; Takeaway; WiFi; Vegan Options; Dessert Bar; Outdoor Seating; Private Room,7,"Delivery-only, no seating",False,4,False,False,True,2018,2019-02-23,2704,0.39999999999999947,-27141,-26982,131223,101592,527,19.0
REST002582,Ember Multi-Cuisine Deck,Kolkata,Ballygunge,22.60747,88.27727,Casual Dining,Multi-Cuisine,Combo Meal,3.0,12:00,22:00,5,99,5.0,2750,4.7,1366,4.85,97,798,Premium,31,27,26,25,32,20.0,21.1,23,26,308,223,3.0,9,63,66,245784,177954,190728,136194,58.0,42.0,Swiggy Better,Takeaway; Alcohol,2,Dine-in available,True,5,False,True,False,2022,2023-02-24,1242,0.2999999999999998,67830,54534,423738,326922,531,25.5
REST002583,The Seafood Corner (4),Mumbai,Khar,18.99261,72.8492,Fine Dine,Seafood,Fish Fry,3.6,11:00,21:00,6,71,4.8,349,4.7,1830,4.75,100,1255,Premium,30,41,21,28,33,21.1,24.3,24,32,139,343,0.4,18,66,83,174445,430465,133508,316086,28.8,71.2,Zomato Better,Outdoor Seating; Bar; Rooftop; Smoking Area,4,Dine-in available,True,3,True,False,True,2024,2025-03-16,491,0.09999999999999964,-256020,-182578,604910,449594,482,24.5
REST002584,Silk Street Deck,Bangalore,Yelahanka,13.0039,77.56762,Fine Dine,Street Food,Pani Puri,5.9,09:00,24:00,7,119,4.1,305,3.7,1517,3.9,76,925,Premium,43,44,29,32,33,15.1,23.9,16,18,126,231,-8.9,34,51,86,116550,213675,95982,157728,35.3,64.7,Zomato Better,Private Room; Dine-in; Rooftop; Takeaway; Vegan Options; Outdoor Seating,6,Dine-in available,False,3,True,False,True,2016,2021-03-13,1955,0.39999999999999947,-97125,-61746,330225,253710,357,30.5
REST002585,Tandoor Kitchen Co. (3),Mumbai,Kandivali,19.01363,72.90058,Fine Dine,Biryani; Japanese,Veg Biryani,6.5,10:00,23:00,7,25,4.4,1450,4.7,1280,4.55,91,1166,Premium,48,44,22,29,34,24.1,18.3,27,20,201,304,0.8,16,56,85,234366,354464,172547,280909,39.8,60.2,Zomato Better,Family Friendly; Alcohol; Vegan Options; Bar; Rooftop; WiFi; Dessert Bar,7,Dine-in available,False,5,True,False,True,2019,2022-04-07,1565,-0.2999999999999998,-120098,-108362,588830,453456,505,25.5
REST002586,Nawab Mughlai Darbar,Delhi,Vasant Kunj,28.715,77.04569,Cloud Kitchen,Mughlai,Mutton Biryani,4.7,09:00,22:00,7,0,3.9,485,4.0,2436,3.95,81,547,Mid-Range,38,48,27,20,22,26.3,25.4,8,27,212,425,-3.4,11,45,98,115964,232475,82902,168224,33.3,66.7,Zomato Better,Dine-in; Dessert Bar; Vegan Options; Family Friendly; Alcohol,5,"Delivery-only, no seating",False,5,False,False,True,2025,2025-11-03,259,-0.10000000000000009,-116511,-85322,348439,251126,637,23.5
REST002587,Harvest Point (3),Bangalore,Malleshwaram,12.93422,77.59821,Cloud Kitchen,Multi-Cuisine,Chef's Special Platter,4.8,10:00,22:00,6,0,3.5,708,3.4,605,3.45,74,460,Mid-Range,37,42,32,31,18,23.7,21.2,10,30,200,202,10.4,55,29,90,92000,92920,68090,71024,49.8,50.2,Zomato Better,Alcohol; Live Music,2,"Delivery-only, no seating",False,5,False,False,True,2018,2019-03-03,2696,0.10000000000000009,-920,-2934,184920,139114,402,31.5
REST002588,Saffron Spot (2),Mumbai,Andheri,19.09612,72.88812,QSR (Quick Service),Vegan,Tofu Stir Fry,6.8,09:00,23:00,7,31,4.6,971,4.6,2344,4.6,94,374,Mid-Range,47,48,26,25,28,17.4,25.6,22,26,335,315,3.3,48,61,90,125290,117810,100385,85021,51.5,48.5,Swiggy Better,Live Music; Rooftop; Parking,3,Dine-in available,False,1,False,False,True,2024,2025-08-13,341,0.0,7480,15364,243100,185406,650,25.5
REST002589,Delhi Cellar (2),Delhi,Lajpat Nagar,28.67061,77.07921,Cafe,Vegan; Multi-Cuisine,Plant-Based Burger,2.6,09:00,23:00,7,81,4.3,1798,4.1,939,4.2,86,429,Mid-Range,29,33,25,22,17,24.3,16.4,30,30,301,141,-5.1,23,55,90,129129,60489,94818,49052,68.1,31.9,Swiggy Better,WiFi; Live Music; Family Friendly,3,Dine-in available,False,5,True,False,True,2016,2019-10-13,2472,0.20000000000000018,68640,45766,189618,143870,442,23.5
REST002590,Tandoor Vietnamese Spot,Delhi,Shahdara,28.65178,77.14442,Cloud Kitchen,Vietnamese; Italian,Bun Cha,8.0,11:00,22:00,7,0,4.2,2635,4.7,2920,4.45,94,340,Mid-Range,54,48,31,33,28,15.1,17.7,8,9,398,349,-9.1,19,58,86,135320,118660,111440,94727,53.3,46.7,Swiggy Better,Family Friendly; Alcohol,2,"Delivery-only, no seating",False,5,False,False,True,2015,2019-05-13,2625,-0.5,16660,16713,253980,206167,747,32.0
REST002591,Green Chinese Spot (2),Chennai,Adyar,13.09845,80.2481,Cafe,Chinese,Hakka Noodles,0.6,12:00,22:00,7,100,4.6,578,4.5,1126,4.55,91,284,Budget,28,21,19,14,30,21.2,21.2,11,10,265,285,-5.9,32,54,55,75260,80940,57526,61867,48.2,51.8,Zomato Better,Outdoor Seating; Family Friendly; Takeaway; Alcohol; Smoking Area,5,Dine-in available,False,2,True,False,True,2014,2016-10-29,3551,0.09999999999999964,-5680,-4341,156200,119393,550,16.5
REST002592,Cinnamon Cafe Point,Ahmedabad,Paldi,23.02827,72.58767,Food Truck,Cafe,Cold Brew,5.4,07:00,23:00,7,0,4.1,908,4.2,1798,4.15,82,286,Budget,49,36,30,31,9,24.6,16.6,29,30,252,240,-5.8,39,53,95,72072,68640,52712,55528,51.2,48.8,Zomato Better,Private Room; Alcohol; Parking; Dine-in; Smoking Area; Outdoor Seating; Vegan Options,7,"Delivery-only, no seating",True,2,False,False,True,2022,2022-06-04,1507,-0.10000000000000053,3432,-2816,140712,108240,492,30.5
REST002593,Urban Point (3),Hyderabad,Banjara Hills,17.42608,78.42175,Cloud Kitchen,Pan-Asian; Biryani,Asian Noodle Bowl,3.6,07:00,23:00,7,0,4.5,1754,4.7,2110,4.6,86,411,Mid-Range,33,38,22,28,29,17.9,22.1,6,7,317,270,-7.3,29,57,86,130287,110970,103757,83852,54.0,46.0,Swiggy Better,Family Friendly; AC,2,"Delivery-only, no seating",False,5,False,False,False,2015,2019-10-19,2466,-0.20000000000000018,19317,19905,241257,187609,587,25.0
REST002594,Bombay Eatery,Mumbai,Borivali,19.04949,72.83878,Fine Dine,Chinese,Manchurian,17.0,10:00,22:00,7,86,4.7,293,4.9,447,4.8,92,1295,Premium,91,87,46,46,33,17.0,26.9,15,29,140,190,-8.9,55,60,84,181300,246050,145965,174467,42.4,57.6,Zomato Better,Family Friendly; Private Room,2,Dine-in available,False,5,False,False,True,2020,2023-06-27,1119,-0.20000000000000018,-64750,-28502,427350,320432,330,46.0
REST002595,Copper Fast Room,Bangalore,Electronic City,12.8959,77.64262,Food Truck,Fast Food,Loaded Fries,4.4,11:00,21:00,7,0,4.6,883,4.5,1382,4.55,87,127,Budget,29,37,25,23,24,25.2,20.1,7,7,181,192,8.2,11,52,72,22987,24384,16678,18898,48.5,51.5,Zomato Better,Alcohol; Parking; Private Room; AC; Outdoor Seating; Live Music,6,"Delivery-only, no seating",True,1,False,False,True,2018,2020-05-10,2262,0.09999999999999964,-1397,-2220,47371,35576,373,24.0
REST002596,The Multi-Cuisine House (2),Jaipur,Sodala,26.9462,75.70375,Fine Dine,Multi-Cuisine; Italian,Combo Meal,5.9,12:00,22:00,6,59,4.9,1130,4.9,296,4.9,96,2162,Luxury,44,46,27,30,35,20.4,21.0,29,24,150,106,5.1,20,72,94,324300,229172,250399,175615,58.6,41.4,Swiggy Better,Takeaway; Bar; Alcohol; Private Room; Rooftop,5,Dine-in available,True,3,True,False,True,2013,2017-01-11,3477,0.0,95128,74784,553472,426014,256,28.5
REST002597,Roots Korean Junction,Mumbai,Lower Parel,19.14834,72.91533,Casual Dining,Korean; Continental,Korean Fried Chicken,4.6,08:00,23:00,6,97,3.9,1090,4.1,2725,4.0,82,915,Premium,36,37,25,27,24,20.6,20.7,15,22,261,367,-2.2,54,53,84,238815,335805,183931,258305,41.6,58.4,Zomato Better,Rooftop; AC; Bar; Dine-in; Private Room,5,Dine-in available,False,2,False,False,True,2017,2019-12-08,2416,-0.19999999999999973,-96990,-74374,574620,442236,628,26.0
REST002598,Royal Vietnamese Corner,Delhi,Shahdara,28.67521,77.08613,Fine Dine,Vietnamese,Banh Mi,2.2,09:00,21:00,7,19,4.5,1905,4.5,792,4.5,93,1316,Luxury,29,26,19,25,8,18.8,25.6,15,23,230,210,-4.1,7,59,82,302680,276360,238403,199443,52.3,47.7,Swiggy Better,Bar; Parking; Live Music; WiFi; Dine-in; Private Room,6,Dine-in available,True,5,True,True,True,2023,2025-04-19,457,0.0,26320,38960,579040,437846,440,22.0
